No,Title,Maker,Catalog_No,Release_date,Genre,Proper_price,yomi_ja,PRG-ROM,CHR-ROM,MAP,Memory,Serial_number,Rarity,Memo
994,グレイトバトルサイバー,バンプレスト,BAP-GC,1992/12/25,ACT,7300,ぐれいとばとるさいばー,128K,256K,4,no,,,
995,嗚呼！野球人生一直線,サミー工業,SAC-YA,1992/12/25,ETC,7300,ああ！やきゅうじんせいいっちょくせん,512K,0K,4,no,,,
996,[データック] ドラゴンボールZ激闘天下一武道会,バンダイ,?,1992/12/29,ACT,7800,どらごんぼーる,256K,0K,16,yes,,,データック
997,サンリオカーニバル2,キャラクターソフト,CTS-5Q,1993/1/14,PZL,3980,さんりおかーにばる2,32K,32K,3,no,,,
998,ワイリー＆ライトのロックボード ザッツパラダイス,カプコン,CAP-BE,1993/1/15,TAB,6500,わいりー＆らいとのろっくぼーど ざっつぱらだいす,256K,0K,4,no,,,
999,仮面ライダーSD グランショッカーの野望,エンジェル,ANG-KA,1993/1/22,ETC,6500,かめんらいだーSD ぐらんしょっかーのやぼう,128K,128K,4,yes,,,
1000,F－1センセーション,コナミ,KDS-FE,1993/1/29,RAC,5800,えふわんせんせーしょん,128K,128K,4,no,,,
1001,悪魔城ドラキュラ,コナミ,RV003,1993/2/5,ACT,3900,あくまじょうどらきゅら,128K,0K,2,no,,A,
1002,けろけろけろっぴの大冒険2 ドーナツ池はおおさわぎ,キャラクターソフト,CTS-KK,1993/2/19,ACT,5400,けろけろけろっぴのだいぼうけん2 どーなついけはおおさわぎ,128K,128K,1,no,,,
1003,バトルベースボール,バンプレスト,BAP-1Z,1993/2/19,SPT,8600,ばとるべーすぼーる,512K,0K,4,no,,,
1004,バイオミラクルぼくってウパ,コナミ,RV???,1993/2/26,ACT,3900,ばいおみらくるぼくってうぱ,128K,128K,25,no,,A,
1005,バブルボブル2,タイトー,TFC-BB-5900,1993/3/5,ACT,5900,ばぶるぼぶる2,128K,128K,33,no,47,,
1006,めざせ！トッププロ ～グリーンに賭ける夢～,ジャレコ,JF-41,1993/3/5,SPT,6500,めざせ！とっぷぷろ ～ぐりーんにかけるゆめ～,256K,128K,18,no,,,
1007,USA アイスホッケー in FC,ジャレコ,JF-40,1993/3/6,SPT,6300,ゆーえすえーあいすほっけー,128K,128K,18,no,,,
1008,スターウォーズ 帝国の逆襲(ビクター製),ビクター音楽産業,VFR-8V,1993/3/12,ACT,7900,すたーうぉーず ていこくのぎゃくしゅう(びくたーせい),256K,256K,4,no,,B,
1009,ぴょこたんの大迷路,サンソフト,?,1993/3/19,ADV,6000,ぴょこたんのだいめいろ,128K,128K,69,no,,B,
1010,カジノダービー,ヨネザワ,YZW-KO,1993/3/19,ETC,5500,かじのだーびー,128K,0K,1,no,,,対[タップ]
1011,星のカービィ 夢の泉の物語,任天堂,HVC-KI,1993/3/23,ACT,6300,ほしのかーびぃ ゆめのいずみのものがたり,512K,256K,4,yes,,,
1012,蒼き狼と白き牝鹿 元朝秘史,光栄,?,1993/3/25,SLG,11800,あおきおおかみとしろきめじか がんちょうひし,512K,256K,5,yes,,,
1013,もえろツインビー シナモン博士を救え,コナミ,RC813,1993/3/26,SHT,3900,もえろついんびー しなもんはかせをすくえ,128K,0K,2,no,,B,
1014,愛先生のOSHIETEわたしの星,アイレム,IF-27,1993/3/26,ETC,12800,あいせんせいのOSHIETEわたしのほし,256K,128K,32,no,27,B,
1015,炎の闘球児ドッジ弾平2,サンソフト,?,1993/3/26,SPT,6800,ほのおのとうきゅうじどっじだんだいら2,256K,256K,69,no,,,
1016,快傑ヤンチャ丸3 対決！ゾウリンゲン,アイレム,IF-28,1993/3/30,ACT,6500,かいけつやんちゃまる3 たいけつ！ぞうりんげん,128K,128K,65,no,28,A,
1017,[データック] SDガンダム ガンダムウォーズ,バンダイ,?,1993/4/23,SLG,2800,えすでぃー,256K,0K,16,yes,,,データック
1018,[データック] ウルトラマン倶楽部 スポ根ファイト,バンダイ,?,1993/4/23,SPT,2800,うるとらまん,256K,0K,16,yes,,,データック
1019,くにおくんの熱血サッカーリーグ,テクノスジャパン,TJC-NV,1993/4/23,SPT,6500,くにおくんのねっけつさっかーりーぐ,128K,128K,4,no,,,
1020,ジェットソン,タイトー,TFC-JS-6800,1993/4/23,ACT,6800,じぇっとそん,128K,256K,33,no,48,B,
1021,ダックテイルズ2,カプコン,CAP-DW,1993/4/23,ACT,5800,だっくているず2,128K,0K,2,no,,,
1022,ゴリラーマン,ヨネザワ,YZW-GR,1993/4/28,ETC,6900,ごりらーまん,512K,0K,4,no,,,
1023,ジョイメカファイト,任天堂,HVC-JM,1993/5/21,ACT,4900,じょいめかふぁいと,256K,256K,4,yes,,,
1024,パチ夫くん5 Jrの挑戦,ココナッツジャパン,CDS-PE,1993/6/11,TAB,8500,ぱちおっとくん5 Jrのちょうせん,256K,128K,4,yes,,,対[パチンコ]
1025,マイティファイナルファイト,カプコン,CAP-SD,1993/6/11,ACT,6500,まいてぃふぁいなるふぁいと,128K,128K,4,no,,,
1026,Jリーグファイティングサッカー THE KING OF ACE STRIKERS,アイジーエス,IGS-J5,1993/6/19,SPT,7900,じぇいりーぐふぁいてぃんぐさっかー,128K,128K,4,yes,,,
1027,うしおととら 深淵の大妖,ユタカ,SHI-RA,1993/7/9,RPG,7800,うしおととら しんえんのだいよう,128K,256K,4,yes,,,
1028,ぷよぷよ,徳間書店,TIM-PY,1993/7/23,PZL,5900,ぷよぷよ,128K,0K,2,no,,,
1029,FC原人,ハドソン,HFC-F3,1993/7/30,ACT,5800,えふしーげんじ,256K,128K,4,no,,,
1030,甲竜伝説ヴィルガスト外伝,エンジェル,ANG-V1,1993/7/30,RPG,8000,こうりゅうでんせつう゛ぃるがすとがいでん,128K,256K,4,yes,,,
1031,ドラゴンボールZ外伝 サイヤ人絶滅計画,バンダイ,?,1993/8/6,RPG,7800,どらごんぼーるZがいでん さいやじんぜつめつけいかく,256K,256K,16,yes,,,
1032,[データック] クレヨンしんちゃん オイラとポイポイ,バンダイ,?,1993/8/27,PZL,2600,くれよんしんちゃん,128K,128K,16,yes,,,データック
1033,クレヨンしんちゃん オイラとポイポイ,バンダイ,?,1993/8/27,PZL,5800,くれよんしんちゃん おいらとぽいぽい,256K,0K,16,no,,,
1034,パチスロアドベンチャー2 そろっ太くんのパチスロ探偵団,ココナッツジャパン,CDS-PG,1993/9/17,TAB,6900,ぱちすろあどべんちゃー2 そろっふとくんのぱちすろたんていだん,128K,128K,4,no,,,
1035,テトリスフラッシュ,任天堂,HVC-TR,1993/9/21,PZL,5900,てとりすふらっしゅ,128K,128K,4,no,,,
1036,[データック] 幽☆遊☆白書 爆闘暗黒武術会,バンダイ,?,1993/10/22,ACT,2800,ゆうゆうはくしょ,256K,0K,16,yes,,,データック
1037,大工の源さん2 赤毛のダンの逆襲,アイレム,IF-29,1993/10/22,ACT,6800,だいくのげんさん2 あかげのだんのぎゃくしゅう,256K,256K,65,no,29,,
1038,ろくでなしBLUES,バンダイ,?,1993/10/29,RPG,7800,ろくでなしBLUES,256K,256K,16,no,,B,
1039,ロックマン6 史上最大の闘い,カプコン,CAP-6V,1993/11/5,ACT,7800,ろっくまん6 しじょうさいだいのたたかい,512K,0K,4,no,,,
1040,[データック] バトルラッシュ,ビーアイ,?,1993/11/12,ACT,2800,ばとるらっしゅ,256K,0K,16,yes,,,データック
1041,RPG人生ゲーム,タカラ,TFC-LI,1993/11/26,ETC,7800,あーるぴーじーじんせいげーむ,256K,128K,118,yes,,,
1042,けろっぴとけろりーぬのスプラッシュボム,キャラクターソフト,CTS-SY,1993/12/1,ACT,4980,けろっぴとけろりーぬのすぷらっしゅぼむ,128K,32K,1,no,,,
1043,ファミスタ’94,ナムコ,-,1993/12/1,SPT,3900,ふぁみすた’94,128K,128K,19,no,,,
1044,チップとデールの大作戦2,カプコン,CAP-2D,1993/12/10,ACT,5800,ちっぷとでーるのだいさくせん2,128K,128K,1,no,,,
1045,なかよしといっしょ,ユタカ,SHI-MN,1993/12/10,ADV,7800,なかよしといっしょ,128K,256K,4,yes,,,
1046,囲碁指南’94,ヘクト,HCT-??/020,1993/12/17,TAB,6800,いごしなん’94,128K,32K,1,no,,,
1047,桃太郎伝説外伝,ハドソン,HFC-MV,1993/12/17,RPG,6800,ももたろうでんせつがいでん,512K,0K,4,yes,,,
1048,熱血！すとりーとバスケット がんばれDUNK HEROES,テクノスジャパン,TJC-BR,1993/12/17,SPT,6500,ねっけつ！すとりーとばすけっと がんばれだんくひーろーず,128K,128K,4,no,,B,
1049,ゼルダの伝説1,任天堂,HVC-ZL,1994/2/19,ADV,4900,ぜるだのでんせつ1,128K,0K,1,yes,,,
1050,ワリオの森,任天堂,HVC-UW,1994/2/19,PZL,4900,わりおのもり,256K,256K,4,yes,,,
1051,ファイナルファンタジーⅠ・Ⅱ,スクウェア,SQF-FO,1994/2/27,RPG,6800,ふぁいなるふぁんたじーⅠ・Ⅱ,512K,0K,1,yes,,,
1052,[データック] J-LEAGUEスーパートッププレイヤーズ,バンダイ,?,1994/4/22,SPT,2800,じぇい,256K,0K,16,yes,,,データック
1053,パチスロアドベンチャー3 ビタオシー7見参,ココナッツジャパン,HVC-PI,1994/5/13,TAB,7900,ぱちすろあどべんちゃー3 びたおしー7けんざん,128K,128K,4,no,,,
1054,Jリーグ ウイニングゴール,エレクトロニックアーツ・ビクター,HVC-W3,1994/5/27,SPT,7980,じぇいりーぐういにんぐごーる,128K,128K,4,no,,,
1055,高橋名人の冒険島Ⅳ,ハドソン,HVC-TT,1994/6/24,ACT,5800,たかはしめいじんのぼうけんじまⅣ,256K,128K,4,no,,S,
1056,NHK学園 スペース スクール 小学校の算数4年生 上,NHK/コナミ/東京書籍,?,19??/????/??,ETC,18000,んんん,?,?,?,no,,,要[Ｑ太]
1057,NHK学園 スペース スクール 小学校の算数4年生 下,NHK/コナミ/東京書籍,?,19??/????/??,ETC,18000,んんん,?,?,?,no,,,要[Ｑ太]
1058,NHK学園 スペース スクール 小学校の算数5年生 上,NHK/コナミ/東京書籍,?,19??/????/??,ETC,18000,んんん,?,?,?,no,,,要[Ｑ太]
1059,NHK学園 スペース スクール 小学校の算数5年生 下,NHK/コナミ/東京書籍,?,19??/????/??,ETC,18000,んんん,?,?,?,no,,,要[Ｑ太]
1060,NHK学園 スペース スクール 小学校の算数6年生 上,NHK/コナミ/東京書籍,?,19??/????/??,ETC,18000,んんん,?,?,?,no,,,要[Ｑ太]
1061,NHK学園 スペース スクール 小学校の算数6年生 下,NHK/コナミ/東京書籍,?,19??/????/??,ETC,18000,んんん,?,?,?,no,,,要[Ｑ太]
1062,JRA-PAT,?,?,1988/7/25,ETC,19800,んんん,?,?,?,?,,,要[通信アダプタ]/JRAの馬券が買える
1063,野村のファミコントレード,?,?,19??/????/??,ETC,?,んんん,?,?,?,?,,,要[通信アダプタ]
1064,野村のファミコントレード (V2),?,?,19??/????/??,ETC,?,んんん,?,?,?,?,,,要[通信アダプタ]
1065,新日本のファミコン ホームトレード,?,?,19??/????/??,ETC,?,んんん,?,?,?,?,,,要[通信アダプタ]
1066,住友 ホームライン,?,?,19??/????/??,ETC,?,んんん,?,?,?,?,,,要[通信アダプタ]
1067,ファミコンフィットネス,?,?,19??/????/??,ETC,?,んんん,?,?,?,?,,,要[通信アダプタ]
1068,スタディボックス,福武書店,?,19??/????/??,ETC,?,んんん,?,?,?,?,,,
